word,sentence
restless,I'm restless.
triumph,A triumph.
chemistry,Chemistry.
iris,Iris.
succeeded,You succeeded.
pancakes,Pancakes.
rio,Rio.
brady,Brady.
dances,Dances With Wolves.
mccoy,Danny McCoy.
involve,Don't involve me.
ive,Ive!
casualties,Casualties?
eli,Eli!
hoss,Hoss.
satisfy,Does that satisfy you?
setup,It's a setup.
interrogation,Interrogation.
represents,Obviously it represents a significant investment.
hence,Hence!
humiliated,You humiliated me.
departure,Prepare for departure.
reynolds,Reynolds.
crab,"Hey, Crab Man."
backyard,In the backyard.
variety,"Because of what they had been through, they were prone to a variety of problems."
fastest,The fastest.
accusing,Are you accusing me?
avoiding,You've been avoiding me.
endure,"It should have ended that day, but evil was allowed to endure."
hammond,Hammond.
via,Via!
sixteen,Sixteen.
encourage,Don't encourage him.
underwater,Underwater?
delayed,I was delayed.
uncle's,It's in Uncle's writing.
equally,"In the criminal justice system the people are represented by two separate yet equally important groups, the police who investigate crime and the district attorneys who prosecute the offenders."
marching,His truth is marching on
grease,Grease is the word
ants,Ants.
offices,I leave it to your good offices to decide what's best.
iii,III.
paige,Paige.
rally,Rally to me!
pouring,It's pouring.
tomato,Tomato.
artificial,It's artificial?
calendar,I even got the calendar.
gypsy,Gypsy.
sherman,Sherman.
thoughtful,How thoughtful.
loop,Keep me in the loop.
whisper,Whisper.
label,Clearly label it.
bradley,Bradley.
baked,Baked beans.
med,Med school.
swine,Swine!
wheelchair,He's in a wheelchair.
ka,Ka-chow!
entertain,Let me entertain you
reckless,What can Men do against such reckless hate?
person's,"If a person's, you know, possessed by a demon, or something how do they get an exorcism?"
macgyver,MacGyver!
lesbian,I'm a lesbian.
ninja,Ninja!
lu,Subtitles - Luís Filipe Bernardes
hollow,Hollow.
towels,Towels.
clumsy,I'm so clumsy.
vijay,Vijay!
primitive,Primitive.
situations,I found the appropriate response to these situations a long time ago.
initial,"You know, and too damn bad if you don't like my initial clinical reaction."
liking,The Sisters have taken quite a liking to you.
violation,Parole violation.
activate,Activate.
carbon,Carbon.
measures,Desperate times call for desperate measures.
drunken,That guy was a drunken maniac.
carrier,Suffered a crash while landing his Tomcat on a storm-tossed carrier at sea.
merchant,George Merchant.
dang,Dang.
failing,The strength of the Ring-bearer is failing.
mei,Mei!
oz,Oz.
childish,Don't be childish.
idol,Idol?
seas,And the treacherous seas of Cathay
dolly,Dolly!
invention,What invention?
op,Photo op.
farther,How much farther?
sketch,And another shilling for a sketch of them sitting atop!
convict,You didn't pull the trigger or convict him.
youngest,I'm the youngest.
master's,It's heard its master's call.
tearing,It's not coming off without tearing his face off with it.
madison,Madison.
struggling,Stop struggling.
sacrificed,Sacrificed?
runnin,Keep on runnin'
greed,Greed.
opposed,Opposed?
allows,"The IRS allows a one-time-only gift to your spouse for up to 60,000."
freaks,Freaks.
boil,"Boil them, mash them, stick them in a stew."
pregnancy,"Captain, your wife should not have traveled at such a late stage of pregnancy."
hose,The hose!
bugger,Bugger.
andre,Andre.
godfather,Godfather.
susie,Susie.
volume,Volume.
electronic,100 electronic.
proposed,He proposed to me.
impulse,Full impulse.
barrier,A barrier?
statements,"You're gonna be looking at my people going through their bank statements, their phone calls and medical records."
gown,Gown.
travels,News travels fast.
ropes,Get off the ropes!
timer,"Watch it, old-timer!"
gabrielle,Gabrielle!
remembering,Thank you for remembering.
reggie,Reggie!
generator,And a high-frequency generator-receiver.
filming,Keep filming.
autumn,Autumn!
shaped,"They make a wooden thing, shaped like your foot."
disposal,I'm at your disposal.
garlic,Garlic.
stevie,Stevie!
spaceship,A spaceship?
mechanic,I'm a mechanic.
rabbits,Rabbits.
adjust,Do not attempt to adjust the picture.
cancelled,Cancelled?
vienna,Vienna?
tourists,Tourists.
villain,Villain!
shelly,Shelly.
visits,I enjoy our visits.
horny,I'm horny.
campbell,Campbell.
ox,Ox.
hull,"Okay, Brock, we're dropping down along the hull."
pains,Chest pains?
handwriting,It's his handwriting.
cynthia,Cynthia.
baltimore,Baltimore.
sh,Sh!
orphanage,Orphanage?
popcorn,Popcorn.
pipes,Pipes.
therapist,I'm a therapist.
veins,The same blood flows in my veins.
ve,Nachle ve...
attract,Don't attract attention.
luther,Luther!
jang,Jang-Geum!
sufficient,We're a small outpost and not very self-sufficient.
reese,Reese.
sweating,You're sweating.
closes,Door Closes
incoming,Incoming!
submit,I submit that this was not a hot-blooded crime of passion.
shelf,Top shelf.
eleanor,Eleanor.
ambush,Ambush!
smelled,Thought I smelled some coffee back there.
abortion,Abortion?
arab,What about your Arab friends?
click,Click.
substance,"You're moving into a land of both shadow and substance, of things and ideas."
happiest,This is the happiest day of my life.
pals,We're pals.
resident,You're a resident.
freely,Speak freely.
craft,It began with the landing of a craft from another galaxy.
sexually,"In the criminal justice system, sexually based offenses are considered especially heinous."
jedi,But you are not a Jedi yet.
rider,Where is the horse and the rider?
explosive,Plastic explosive.
leadership,Leadership.
aunty,Aunty!
consult,"If you have any further questions, just consult your operation manual."
gangster,He's a gangster.
shops,I've been to all the firms and shops...
rains,"When it rains, it pours."
canal,Root canal.
aspirin,Aspirin.
timmy,Timmy!
duel,A duel?
choke,Choke!
psst,Psst!
disorder,Disorder and confusion everywhere
inevitable,It's inevitable.
fragile,Fragile.
tramp,Tramp.
wan,"Help me, Obi-Wan Kenobi."
scarf,Your scarf.
willis,Willis.
movements,No sudden movements.
gladly,Gladly.
hairy,Hairy.
theo,Theo!
bennett,Bennett.
resume,Resume compressions.
promoted,I've been promoted.
graves,Graves.
norm,Norm!
dozens,Dozens.
yuri,Yuri!
exams,"By 1966, right about the time Tommy was getting ready to take his exams it was lovely Raquel."
trophy,I want that trophy.
catches,The early bird catches the worm.
clip,Clip.
hunters,Bounty hunters.
henderson,Henderson.
kin,Next of kin?
hogan,Hogan!
hotels,The jails are like hotels.
phantom,"He's a phantom, an apparition."
flattered,I'm flattered.
additional,Another additional?
tai,Tai.
careless,I was careless.
cane,Cane.
herb,Herb.
purchase,My organization just recently traced a large purchase by this man.
nam,Nam-joo!
diving,Diving stations.
vow,Vow!
hugo,Hugo.
acknowledge,Acknowledge.
profits,I just process the profits.
samuel,Samuel.
thankful,I'm thankful.
patterns,So fuck off with your sofa units and Strinne green stripe patterns.
ewing,Mr. Ewing.
nickname,It's a nickname.
database,The database is null-key encrypted.
chun,Chun!
relation,No relation.
loneliness,Loneliness.
ari,Ari.
vivian,Vivian.
fart,Fart.
vacuum,Nature abhors a vacuum.
runner,Runner!
fi,Fi.
alison,Alison.
musician,I'm a musician.
tsk,Tsk.
flee,Flee!
limo,You get the limo out front
corrupt,Ever the Ring will seek to corrupt the hearts of lesser Men.
eugene,Eugene.
bunk,Bunk.
caution,Caution.
breakdown,Breakdown?
madman,Madman!
divide,Divide and conquer.
roller,Roller coaster
whipped,Whipped cream.
lasted,It was fun while it lasted.
fax,Fax.
weekends,Weekends.
sustained,Sustained.
homeland,Homeland Security.
peak,Peak?
stain,That's gonna stain.
crooked,It's crooked.
fitting,How fitting.
activated,Activated.
bumped,"Yeah, well, I might've sort of bumped into my parents."
diner,"It began with a closed, deserted diner and a man too long without sleep to continue his journey."
country's,Walt Kurtz was one of the most outstanding officers this country's ever produced.
witches,Witches.
erase,Now it's time to erase that mistake.
cooler,Cooler.
whisky,Whisky.
isaac,Isaac.
backing,Sure make backing out of the driveway easier.
janice,Janice.
robbing,The blast in that building was caused by Bomb Voyage who I caught robbing the vault.
jerusalem,Jerusalem.
teal'c,Teal'c!
elders,Respect for one's elders shows character.
condemned,Condemned?
dudes,Dudes!
shocking,Shocking.
naval,"Following in his father's footsteps as a naval aviator,"
instruments,Instruments.
speaker,Put it on speaker.
dealers,Drug dealers.
precinct,My man in McCluskey's precinct.
sentenced,"The judge sentenced them to three years in prison, but suspended the sentence."
tango,Tango.
lease,It's a lease.
noisy,Noisy.
lethal,Lethal.
dillon,Starring James Arness as Matt Dillon.
gregory,Gregory.
stadium,It's a stadium.
seventy,Seventy.
reduced,It could be reduced to manslaughter.
evelyn,Evelyn.
handful,She's a handful.
theories,Any theories?
wheat,Wheat.
treats,He still treats me like I'm a baby.
nursing,A nursing home?
acquaintance,Pleased to make your acquaintance.
towns,"And as in other towns up and down the coast,"
protective,Protective custody.
krishna,Krishna!
alf,ALF.
mafia,Mafia?
po,Po!
valerie,Valerie.
wardrobe,Wardrobe.
steer,Steer!
camping,Camping?
teenage,âª Teenage Mutant Ninja Turtles
wha,Wha?
creeps,This place gives me the creeps.
earth's,What on earth's going on?
hike,Hike!
bark,Bark!
spark,Spark!
bender,Bender?
myth,It's a myth.
tourist,I'm a tourist.
prayed,I prayed.
blocking,You're blocking my view.
notion,Excellent notion.
responding,He's not responding.
dose,A lethal dose.
representative,"Representative Binks, I know I can count on you."
forcing,I'm not forcing you.
karate,Karate.
esther,Esther.
spends,Who Rachel spends her time with is her business.
refer,The plans you refer to will soon be back in our hands.
depending,I'm depending on you.
wishing,I'm wishing
architect,I'm an architect.
scam,It's a scam.
cheque,Cheque?
ammo,Ammo!
materials,"Men, materials, you name it."
enforcement,Commissioner Loeb dedicated his life to law enforcement and to the protection of his community.
shells,Shells.
hysterical,Hysterical.
definite,Nothing definite.
beasts,"Birds, beasts."
loading,The white zone is for immediate loading and unloading of passengers only.
cheeks,Beauty's ensign yet is crimson in thy lips and in thy cheeks.
marina,Marina!
schultz,Schultz!
rushing,Where are you rushing to?
exhibit,Exhibit A.
achieved,This promotion throws into sharp relief that which I have not yet achieved.
ellis,Ellis?
barracks,Go back to the barracks.
virtue,Patience is a virtue.
intent,That is not my intent.
indistinct,Indistinct
alas,Alas!
nikki,Nikki.
pressing,I'm pressing charges.
zach,Zach.
jonas,Jonas.
recommended,He comes highly recommended.
biological,Biological.
atomic,'Medium atomic weights are available.
now's,Now's your chance.
slam,Don't slam the door.
tasted,His breakfast will taste better than any meal you and I have ever tasted.
obsession,It's an obsession.
mentally,Mentally.
hangs,Their courage hangs by a thread.
preacher,Was the son of a preacher man
ignored,You ignored the rules of engagement.
majesty's,I'm Captain Typho of Her Majesty's security service.
ninety,Ninety.
spine,Am I shot in the spine?
missy,Missy!
bella,Bella.
spaghetti,Spaghetti.
programmed,She's programmed to do that should certain conditions arise.
shipping,I'm shipping out tomorrow.
toxic,"DISPATCHER ON RADIO: 51, informant reports toxic chemicals are stored in a tanker."
untie,Untie me.
tumor,A tumor?
overtime,Overtime.
fails,It never fails.
altar,I was an altar boy.
ensign,Ensign.
contracts,Here are the contracts.
thirteen,Thirteen.
alexis,Alexis.
drift,You get my drift?
willow,Willow.
venus,Venus.
wages,Wages?
experiences,Mr. Omura is familiar with our experiences dealing with renegades.
sheriff's,Sheriff's office.
sunrise,Sunrise.
courts,"You made a good living, had police protection and there were courts of law."
spilled,Blood has been spilled this night.
alcoholic,I'm an alcoholic.
weep,Read 'em and weep.
footsteps,Footsteps
deadline,I've got a deadline.
industrial,Industrial espionage.
hearted,"Yes, I've been broken-hearted"
compartment,Fire in cryogenic compartment.
butch,Butch.
listed,She always keeps her portable phone listed for emergencies.
mouths,Shut your mouths!
printed,They printed my letter.
volunteers,Any volunteers?
beggar,Beggar!
consistent,At least he's consistent.
frost,Frost.
griffin,Griffin.
policemen,Policemen?
detention,Detention.
heavenly,Sleep in heavenly peace
authorized,Termination authorized.
efficient,Very efficient.
millie,Millie.
registration,License and registration.
lobster,Lobster.
who've,"And if it's not the gooks, it's these old fuckin' Jews who've owned the store for 15 fucking generations."
ireland,Ireland.
wraith,Wraith?
agnes,Agnes.
anita,Anita!
agenda,You've been pushing that agenda ever since we got here.
shovel,Give me that shovel.
talents,"She designs naughty lingerie, among her many talents."
rushed,I maybe rushed into things.
transportation,Transportation.
oak,Oak.
swinging,Stop swinging the bat.
interference,There's too much interference.
awaits,A new life awaits you in the Off-world colonies.
peach,Peach.
improved,But things have improved.
anxiety,Anxiety.
liable,"If your friends stay out in the damp, they're liable to catch a cold, aren't they?"
sperm,Every sperm is sacred
selected,"From each school, a single student is selected to compete."
daniels,Daniels.
essence,Time is of the essence.
lightly,A friendship with Saruman is not lightly thrown aside.
fierce,Fierce.
moe,Moe.
fainted,She fainted.
ninth,Ninth.
anchor,Weigh anchor!
shook,Shook his hand.
franz,Franz!
cleveland,Cleveland.
starring,Starring
fuse,The fuse is burning
chewing,"Chewing, chewing all day long"
fourteen,Fourteen.
discount,I'll give you a discount.
squadron,Get on the wire to every squadron around the world.
artillery,Artillery.
developing,Carmen's developing into a fine young lady.
curly,Curly.
rabbi,Rabbi.
nigel,Nigel.
writers,Writers.
vous,Dormez-vous?
onions,Onions.
dog's,What's the dog's name?
mornin,Mornin'.
ira,Ira.
shorter,Shorter.
trusting,I'm trusting you.
conviction,No conviction.
eighty,Eighty.
accomplice,Accomplice?
heartbeat,In a heartbeat.
rifles,Where are the rifles?
spared,Spared no expense.
hospitality,Thank you for your hospitality.
flavor,What flavor?
melanie,Melanie.
offend,I didn't mean to offend you.
psychology,Psychology.
thoroughly,Thoroughly.
interior,Interior.
luis,Luis!
keeper,That's a keeper.
waist,My waist.
formation,Formation!
sleeve,Roll up your sleeve.
saloon,Saloon.
chili,Chili?
violin,Violin
magnetic,It's magnetic.
regardless,Regardless.
brazil,Brazil.
antique,It's an antique.
havin,You havin' a good time?
reduce,Reduce speed.
holland,Holland.
cowards,Cowards!
surgical,Surgical.
asylum,Asylum!
carnival,Carnival.
majority,Majority rules.
poster,That and a big goddamn poster.
